time,day_of_week,weather,power_consumption_kWh,solar_irradiance_Wm2,solar_generation_kWh
2024-02-24 21:00,5,Night,2.11,0.0,0.0
2024-02-24 22:00,5,Night,2.84,0.0,0.0
2024-02-24 23:00,5,Night,1.13,0.0,0.0
2024-02-25 00:00,6,Night,0.56,0.0,0.0
2024-02-25 01:00,6,Cloudy,0.97,0.0,0.0
2024-02-25 02:00,6,Night,0.85,0.0,0.0
2024-02-25 03:00,6,Night,0.62,0.0,0.0
2024-02-25 04:00,6,Night,0.57,0.0,0.0
2024-02-25 05:00,6,Night,0.93,0.0,0.0
2024-02-25 06:00,6,Sunny,1.49,241.69,1.112
2024-02-25 07:00,6,Sunny,1.57,224.02,1.03
2024-02-25 08:00,6,Sunny,1.85,194.53,0.895
2024-02-25 09:00,6,Sunny,1.62,368.94,1.697
2024-02-25 10:00,6,Sunny,1.26,333.87,1.536
2024-02-25 11:00,6,Sunny,1.66,389.55,1.792
2024-02-25 12:00,6,Sunny,1.76,519.08,2.388
2024-02-25 13:00,6,Sunny,1.75,556.02,2.558
2024-02-25 14:00,6,Rainy,1.18,47.65,0.219
2024-02-25 15:00,6,Rainy,1.28,23.52,0.108
2024-02-25 16:00,6,Sunny,1.79,240.98,1.108
2024-02-25 17:00,6,Sunny,2.37,396.94,1.826
2024-02-25 18:00,6,Night,2.81,0.0,0.0
2024-02-25 19:00,6,Night,2.25,0.0,0.0
2024-02-25 20:00,6,Cloudy,1.98,0.0,0.0
2024-02-25 21:00,6,Cloudy,2.07,0.0,0.0
2024-02-25 22:00,6,Night,2.56,0.0,0.0
2024-02-25 23:00,6,Cloudy,1.11,0.0,0.0
2024-02-26 00:00,0,Cloudy,0.34,0.0,0.0
2024-02-26 01:00,0,Cloudy,0.46,0.0,0.0
2024-02-26 02:00,0,Night,0.32,0.0,0.0
2024-02-26 03:00,0,Night,0.65,0.0,0.0
2024-02-26 04:00,0,Night,0.37,0.0,0.0
2024-02-26 05:00,0,Night,1.44,0.0,0.0
2024-02-26 06:00,0,Rainy,1.46,19.65,0.09
2024-02-26 07:00,0,Cloudy,1.55,109.96,0.506
2024-02-26 08:00,0,Cloudy,1.67,65.96,0.303
2024-02-26 09:00,0,Cloudy,0.76,122.67,0.564
2024-02-26 10:00,0,Rainy,0.86,33.85,0.156
2024-02-26 11:00,0,Rainy,0.72,38.71,0.178
2024-02-26 12:00,0,Stormy,0.81,0.0,0.0
2024-02-26 13:00,0,Sunny,0.89,497.2,2.287
2024-02-26 14:00,0,Sunny,0.72,495.51,2.279
2024-02-26 15:00,0,Sunny,0.5,373.02,1.716
2024-02-26 16:00,0,Sunny,0.88,394.36,1.814
2024-02-26 17:00,0,Cloudy,2.17,141.66,0.652
2024-02-26 18:00,0,Night,2.52,0.0,0.0
2024-02-26 19:00,0,Night,1.7,0.0,0.0
2024-02-26 20:00,0,Night,1.96,0.0,0.0
2024-02-26 21:00,0,Night,2.99,0.0,0.0
2024-02-26 22:00,0,Night,1.98,0.0,0.0
2024-02-26 23:00,0,Night,1.03,0.0,0.0
2024-02-27 00:00,1,Cloudy,0.67,0.0,0.0
2024-02-27 01:00,1,Cloudy,0.46,0.0,0.0
2024-02-27 02:00,1,Cloudy,0.46,0.0,0.0
2024-02-27 03:00,1,Cloudy,0.52,0.0,0.0
2024-02-27 04:00,1,Night,0.65,0.0,0.0
2024-02-27 05:00,1,Night,1.27,0.0,0.0
2024-02-27 06:00,1,Cloudy,1.0,56.9,0.262
2024-02-27 07:00,1,Rainy,1.48,28.26,0.13
2024-02-27 08:00,1,Stormy,1.93,0.0,0.0
2024-02-27 09:00,1,Stormy,0.5,0.0,0.0
2024-02-27 10:00,1,Rainy,0.52,34.65,0.159
2024-02-27 11:00,1,Cloudy,0.86,139.93,0.644
2024-02-27 12:00,1,Cloudy,0.8,224.76,1.034
2024-02-27 13:00,1,Cloudy,0.63,219.27,1.009
2024-02-27 14:00,1,Rainy,0.61,49.21,0.226
2024-02-27 15:00,1,Sunny,0.77,400.25,1.841
2024-02-27 16:00,1,Cloudy,0.74,138.86,0.639
2024-02-27 17:00,1,Cloudy,2.77,141.13,0.649
2024-02-27 18:00,1,Cloudy,2.78,0.0,0.0
2024-02-27 19:00,1,Night,1.69,0.0,0.0
2024-02-27 20:00,1,Night,2.21,0.0,0.0
2024-02-27 21:00,1,Night,2.57,0.0,0.0
2024-02-27 22:00,1,Cloudy,1.55,0.0,0.0
2024-02-27 23:00,1,Cloudy,0.96,0.0,0.0
2024-02-28 00:00,2,Cloudy,0.5,0.0,0.0
2024-02-28 01:00,2,Night,0.63,0.0,0.0
2024-02-28 02:00,2,Night,0.63,0.0,0.0
2024-02-28 03:00,2,Rainy,0.61,0.0,0.0
2024-02-28 04:00,2,Night,0.6,0.0,0.0
2024-02-28 05:00,2,Night,1.25,0.0,0.0
2024-02-28 06:00,2,Sunny,1.13,275.11,1.266
2024-02-28 07:00,2,Sunny,1.75,198.12,0.911
2024-02-28 08:00,2,Sunny,1.25,273.13,1.256
2024-02-28 09:00,2,Stormy,0.67,0.0,0.0
2024-02-28 10:00,2,Rainy,0.64,34.42,0.158
2024-02-28 11:00,2,Rainy,0.7,34.97,0.161
2024-02-28 12:00,2,Rainy,0.59,59.02,0.271
2024-02-28 13:00,2,Rainy,0.57,58.25,0.268
2024-02-28 14:00,2,Sunny,0.75,505.67,2.326
2024-02-28 15:00,2,Cloudy,0.67,139.05,0.64
2024-02-28 16:00,2,Sunny,0.74,387.34,1.782
2024-02-28 17:00,2,Sunny,2.36,260.73,1.199
2024-02-28 18:00,2,Rainy,1.55,0.0,0.0
2024-02-28 19:00,2,Rainy,2.92,0.0,0.0
2024-02-28 20:00,2,Rainy,2.61,0.0,0.0
2024-02-28 21:00,2,Rainy,1.73,0.0,0.0
2024-02-28 22:00,2,Cloudy,2.73,0.0,0.0
2024-02-28 23:00,2,Night,1.07,0.0,0.0
2024-02-29 00:00,3,Night,0.5,0.0,0.0
2024-02-29 01:00,3,Night,0.3,0.0,0.0
2024-02-29 02:00,3,Cloudy,0.46,0.0,0.0
2024-02-29 03:00,3,Cloudy,0.57,0.0,0.0
2024-02-29 04:00,3,Cloudy,0.33,0.0,0.0
2024-02-29 05:00,3,Night,1.34,0.0,0.0
2024-02-29 06:00,3,Cloudy,1.42,104.78,0.482
2024-02-29 07:00,3,Sunny,1.36,155.46,0.715
2024-02-29 08:00,3,Cloudy,1.26,66.5,0.306
2024-02-29 09:00,3,Cloudy,0.82,160.42,0.738
2024-02-29 10:00,3,Cloudy,0.62,150.02,0.69
2024-02-29 11:00,3,Cloudy,0.83,132.19,0.608
2024-02-29 12:00,3,Cloudy,0.87,189.58,0.872
2024-02-29 13:00,3,Rainy,0.72,54.39,0.25
2024-02-29 14:00,3,Rainy,0.53,48.59,0.224
2024-02-29 15:00,3,Stormy,0.84,0.0,0.0
2024-02-29 16:00,3,Stormy,0.65,0.0,0.0
2024-02-29 17:00,3,Rainy,2.71,39.64,0.182
2024-02-29 18:00,3,Rainy,2.64,0.0,0.0
2024-02-29 19:00,3,Cloudy,2.81,0.0,0.0
2024-02-29 20:00,3,Rainy,2.64,0.0,0.0
2024-02-29 21:00,3,Cloudy,2.49,0.0,0.0
2024-02-29 22:00,3,Cloudy,1.65,0.0,0.0
2024-02-29 23:00,3,Night,0.96,0.0,0.0
2024-03-01 00:00,4,Night,0.57,0.0,0.0
2024-03-01 01:00,4,Night,0.47,0.0,0.0
2024-03-01 02:00,4,Cloudy,0.54,0.0,0.0
2024-03-01 03:00,4,Cloudy,0.67,0.0,0.0
2024-03-01 04:00,4,Rainy,0.65,0.0,0.0
2024-03-01 05:00,4,Rainy,1.26,0.0,0.0
2024-03-01 06:00,4,Rainy,1.43,23.73,0.109
2024-03-01 07:00,4,Cloudy,1.86,85.85,0.395
2024-03-01 08:00,4,Rainy,1.12,19.54,0.09
2024-03-01 09:00,4,Rainy,0.88,38.87,0.179
2024-03-01 10:00,4,Rainy,0.89,35.19,0.162
2024-03-01 11:00,4,Stormy,0.61,0.0,0.0
2024-03-01 12:00,4,Rainy,0.81,46.11,0.212
2024-03-01 13:00,4,Cloudy,0.53,230.29,1.059
2024-03-01 14:00,4,Rainy,0.61,51.32,0.236
2024-03-01 15:00,4,Sunny,0.52,223.49,1.028
2024-03-01 16:00,4,Sunny,0.51,217.97,1.003
2024-03-01 17:00,4,Sunny,2.21,432.29,1.989
2024-03-01 18:00,4,Night,2.45,0.0,0.0
2024-03-01 19:00,4,Night,1.93,0.0,0.0
2024-03-01 20:00,4,Night,2.8,0.0,0.0
2024-03-01 21:00,4,Night,2.0,0.0,0.0
2024-03-01 22:00,4,Night,2.08,0.0,0.0
2024-03-01 23:00,4,Night,1.02,0.0,0.0
2024-03-02 00:00,5,Night,0.69,0.0,0.0
2024-03-02 01:00,5,Stormy,0.99,0.0,0.0
2024-03-02 02:00,5,Rainy,0.9,0.0,0.0
2024-03-02 03:00,5,Night,0.85,0.0,0.0
2024-03-02 04:00,5,Night,0.54,0.0,0.0
2024-03-02 05:00,5,Night,0.84,0.0,0.0
2024-03-02 06:00,5,Cloudy,1.55,68.29,0.314
2024-03-02 07:00,5,Cloudy,1.76,65.98,0.304
2024-03-02 08:00,5,Cloudy,1.73,86.94,0.4
2024-03-02 09:00,5,Cloudy,1.96,137.34,0.632
2024-03-02 10:00,5,Cloudy,1.27,162.87,0.749
2024-03-02 11:00,5,Cloudy,1.24,145.54,0.669
2024-03-02 12:00,5,Rainy,1.91,44.02,0.203
2024-03-02 13:00,5,Cloudy,1.84,202.3,0.931
2024-03-02 14:00,5,Sunny,1.96,573.73,2.639
2024-03-02 15:00,5,Cloudy,1.46,140.55,0.647
2024-03-02 16:00,5,Sunny,1.11,264.27,1.216
2024-03-02 17:00,5,Sunny,3.2,428.91,1.973
2024-03-02 18:00,5,Night,1.88,0.0,0.0
2024-03-02 19:00,5,Rainy,2.96,0.0,0.0
2024-03-02 20:00,5,Rainy,2.5,0.0,0.0
2024-03-02 21:00,5,Rainy,2.53,0.0,0.0
2024-03-02 22:00,5,Night,2.7,0.0,0.0
2024-03-02 23:00,5,Night,1.07,0.0,0.0
2024-03-03 00:00,6,Night,0.71,0.0,0.0
2024-03-03 01:00,6,Night,0.94,0.0,0.0
2024-03-03 02:00,6,Stormy,0.86,0.0,0.0
2024-03-03 03:00,6,Stormy,0.87,0.0,0.0
2024-03-03 04:00,6,Stormy,0.55,0.0,0.0
2024-03-03 05:00,6,Night,0.67,0.0,0.0
2024-03-03 06:00,6,Sunny,1.7,157.8,0.726
2024-03-03 07:00,6,Sunny,1.9,229.22,1.054
2024-03-03 08:00,6,Rainy,1.61,15.58,0.072
2024-03-03 09:00,6,Rainy,1.72,36.94,0.17
2024-03-03 10:00,6,Rainy,1.64,37.02,0.17
2024-03-03 11:00,6,Cloudy,1.18,171.85,0.791
2024-03-03 12:00,6,Cloudy,1.88,183.65,0.845
2024-03-03 13:00,6,Cloudy,1.28,218.6,1.006
2024-03-03 14:00,6,Cloudy,1.79,201.29,0.926
2024-03-03 15:00,6,Sunny,1.22,384.5,1.769
2024-03-03 16:00,6,Cloudy,1.6,113.23,0.521
2024-03-03 17:00,6,Rainy,1.99,40.84,0.188
2024-03-03 18:00,6,Rainy,2.02,0.0,0.0
2024-03-03 19:00,6,Cloudy,2.12,0.0,0.0
2024-03-03 20:00,6,Night,1.96,0.0,0.0
2024-03-03 21:00,6,Night,2.14,0.0,0.0
2024-03-03 22:00,6,Rainy,2.95,0.0,0.0
2024-03-03 23:00,6,Rainy,1.05,0.0,0.0
2024-03-04 00:00,0,Rainy,0.3,0.0,0.0
2024-03-04 01:00,0,Rainy,0.7,0.0,0.0
2024-03-04 02:00,0,Night,0.5,0.0,0.0
2024-03-04 03:00,0,Stormy,0.34,0.0,0.0
2024-03-04 04:00,0,Stormy,0.64,0.0,0.0
2024-03-04 05:00,0,Rainy,1.14,0.0,0.0
2024-03-04 06:00,0,Sunny,1.33,254.22,1.169
2024-03-04 07:00,0,Sunny,1.72,174.89,0.804
2024-03-04 08:00,0,Cloudy,1.31,71.85,0.33
2024-03-04 09:00,0,Cloudy,0.75,134.53,0.619
2024-03-04 10:00,0,Rainy,0.87,33.53,0.154
2024-03-04 11:00,0,Rainy,0.83,31.05,0.143
2024-03-04 12:00,0,Rainy,0.64,44.91,0.207
2024-03-04 13:00,0,Rainy,0.54,46.62,0.214
2024-03-04 14:00,0,Rainy,0.65,41.25,0.19
2024-03-04 15:00,0,Cloudy,0.69,155.71,0.716
2024-03-04 16:00,0,Sunny,0.64,313.22,1.441
2024-03-04 17:00,0,Sunny,1.94,458.36,2.108
2024-03-04 18:00,0,Night,2.76,0.0,0.0
2024-03-04 19:00,0,Cloudy,2.67,0.0,0.0
2024-03-04 20:00,0,Rainy,1.69,0.0,0.0
2024-03-04 21:00,0,Rainy,2.1,0.0,0.0
2024-03-04 22:00,0,Rainy,2.05,0.0,0.0
2024-03-04 23:00,0,Rainy,0.97,0.0,0.0
2024-03-05 00:00,1,Rainy,0.36,0.0,0.0
2024-03-05 01:00,1,Rainy,0.66,0.0,0.0
2024-03-05 02:00,1,Rainy,0.68,0.0,0.0
2024-03-05 03:00,1,Rainy,0.54,0.0,0.0
2024-03-05 04:00,1,Rainy,0.59,0.0,0.0
2024-03-05 05:00,1,Stormy,1.49,0.0,0.0
2024-03-05 06:00,1,Rainy,1.19,21.2,0.098
2024-03-05 07:00,1,Rainy,1.27,21.74,0.1
2024-03-05 08:00,1,Sunny,1.3,267.36,1.23
2024-03-05 09:00,1,Sunny,0.83,357.68,1.645
2024-03-05 10:00,1,Sunny,0.69,314.54,1.447
2024-03-05 11:00,1,Cloudy,0.53,149.96,0.69
2024-03-05 12:00,1,Rainy,0.55,42.99,0.198
2024-03-05 13:00,1,Cloudy,0.55,171.37,0.788
2024-03-05 14:00,1,Cloudy,0.73,192.17,0.884
2024-03-05 15:00,1,Cloudy,0.82,131.77,0.606
2024-03-05 16:00,1,Stormy,0.88,0.0,0.0
2024-03-05 17:00,1,Stormy,2.56,0.0,0.0
2024-03-05 18:00,1,Cloudy,1.98,0.0,0.0
2024-03-05 19:00,1,Cloudy,1.7,0.0,0.0
2024-03-05 20:00,1,Cloudy,1.92,0.0,0.0
2024-03-05 21:00,1,Night,1.88,0.0,0.0
2024-03-05 22:00,1,Night,1.77,0.0,0.0
2024-03-05 23:00,1,Cloudy,0.73,0.0,0.0
2024-03-06 00:00,2,Rainy,0.34,0.0,0.0
2024-03-06 01:00,2,Rainy,0.68,0.0,0.0
2024-03-06 02:00,2,Cloudy,0.51,0.0,0.0
2024-03-06 03:00,2,Night,0.51,0.0,0.0
2024-03-06 04:00,2,Cloudy,0.6,0.0,0.0
2024-03-06 05:00,2,Cloudy,1.27,0.0,0.0
2024-03-06 06:00,2,Cloudy,1.36,102.72,0.472
2024-03-06 07:00,2,Cloudy,1.0,106.88,0.492
2024-03-06 08:00,2,Rainy,1.69,19.1,0.088
2024-03-06 09:00,2,Cloudy,0.63,147.92,0.68
2024-03-06 10:00,2,Rainy,0.64,27.13,0.125
2024-03-06 11:00,2,Cloudy,0.79,116.68,0.537
2024-03-06 12:00,2,Cloudy,0.66,222.34,1.023
2024-03-06 13:00,2,Stormy,0.55,0.0,0.0
2024-03-06 14:00,2,Stormy,0.52,0.0,0.0
2024-03-06 15:00,2,Rainy,0.88,41.98,0.193
2024-03-06 16:00,2,Rainy,0.51,30.52,0.14
2024-03-06 17:00,2,Rainy,1.57,37.74,0.174
2024-03-06 18:00,2,Cloudy,2.73,0.0,0.0
2024-03-06 19:00,2,Night,1.65,0.0,0.0
2024-03-06 20:00,2,Night,2.95,0.0,0.0
2024-03-06 21:00,2,Night,2.36,0.0,0.0
2024-03-06 22:00,2,Cloudy,2.34,0.0,0.0
2024-03-06 23:00,2,Night,1.14,0.0,0.0
2024-03-07 00:00,3,Night,0.39,0.0,0.0
2024-03-07 01:00,3,Cloudy,0.67,0.0,0.0
2024-03-07 02:00,3,Night,0.49,0.0,0.0
2024-03-07 03:00,3,Night,0.34,0.0,0.0
2024-03-07 04:00,3,Night,0.59,0.0,0.0
2024-03-07 05:00,3,Night,1.34,0.0,0.0
2024-03-07 06:00,3,Sunny,1.32,292.93,1.347
2024-03-07 07:00,3,Sunny,1.63,247.17,1.137
2024-03-07 08:00,3,Sunny,1.49,139.94,0.644
2024-03-07 09:00,3,Sunny,0.68,373.54,1.718
2024-03-07 10:00,3,Stormy,0.56,0.0,0.0
2024-03-07 11:00,3,Stormy,0.58,0.0,0.0
2024-03-07 12:00,3,Stormy,0.63,0.0,0.0
2024-03-07 13:00,3,Rainy,0.84,60.73,0.279
2024-03-07 14:00,3,Cloudy,0.72,195.01,0.897
2024-03-07 15:00,3,Cloudy,0.83,127.07,0.584
2024-03-07 16:00,3,Rainy,0.9,27.58,0.127
2024-03-07 17:00,3,Cloudy,2.56,124.76,0.574
2024-03-07 18:00,3,Night,2.31,0.0,0.0
2024-03-07 19:00,3,Rainy,2.12,0.0,0.0
2024-03-07 20:00,3,Rainy,2.98,0.0,0.0
2024-03-07 21:00,3,Rainy,1.99,0.0,0.0
2024-03-07 22:00,3,Cloudy,2.9,0.0,0.0
2024-03-07 23:00,3,Cloudy,0.82,0.0,0.0
2024-03-08 00:00,4,Rainy,0.38,0.0,0.0
2024-03-08 01:00,4,Rainy,0.4,0.0,0.0
2024-03-08 02:00,4,Night,0.69,0.0,0.0
2024-03-08 03:00,4,Stormy,0.35,0.0,0.0
2024-03-08 04:00,4,Stormy,0.47,0.0,0.0
2024-03-08 05:00,4,Rainy,1.4,0.0,0.0
2024-03-08 06:00,4,Rainy,1.16,20.16,0.093
2024-03-08 07:00,4,Stormy,1.31,0.0,0.0
2024-03-08 08:00,4,Stormy,1.47,0.0,0.0
2024-03-08 09:00,4,Stormy,0.55,0.0,0.0
2024-03-08 10:00,4,Stormy,0.68,0.0,0.0
2024-03-08 11:00,4,Cloudy,0.55,125.45,0.577
2024-03-08 12:00,4,Sunny,0.67,529.24,2.435
2024-03-08 13:00,4,Sunny,0.54,518.27,2.384
2024-03-08 14:00,4,Sunny,0.72,540.28,2.485
2024-03-08 15:00,4,Sunny,0.83,373.43,1.718
2024-03-08 16:00,4,Cloudy,0.65,125.07,0.575
2024-03-08 17:00,4,Cloudy,2.81,138.51,0.637
2024-03-08 18:00,4,Cloudy,2.82,0.0,0.0
2024-03-08 19:00,4,Cloudy,2.84,0.0,0.0
2024-03-08 20:00,4,Cloudy,2.06,0.0,0.0
2024-03-08 21:00,4,Stormy,2.77,0.0,0.0
2024-03-08 22:00,4,Stormy,1.83,0.0,0.0
2024-03-08 23:00,4,Stormy,0.71,0.0,0.0
2024-03-09 00:00,5,Stormy,0.68,0.0,0.0
2024-03-09 01:00,5,Stormy,0.92,0.0,0.0
2024-03-09 02:00,5,Cloudy,0.95,0.0,0.0
2024-03-09 03:00,5,Night,0.58,0.0,0.0
2024-03-09 04:00,5,Night,0.57,0.0,0.0
2024-03-09 05:00,5,Stormy,0.71,0.0,0.0
2024-03-09 06:00,5,Sunny,1.55,174.86,0.804
2024-03-09 07:00,5,Sunny,1.25,137.64,0.633
2024-03-09 08:00,5,Cloudy,1.81,69.32,0.319
2024-03-09 09:00,5,Sunny,1.88,418.14,1.923
2024-03-09 10:00,5,Rainy,1.27,34.64,0.159
2024-03-09 11:00,5,Rainy,1.21,43.97,0.202
2024-03-09 12:00,5,Rainy,1.66,47.54,0.219
2024-03-09 13:00,5,Rainy,1.65,48.0,0.221
2024-03-09 14:00,5,Rainy,1.16,43.33,0.199
2024-03-09 15:00,5,Rainy,1.83,30.02,0.138
2024-03-09 16:00,5,Cloudy,1.88,96.25,0.443
2024-03-09 17:00,5,Cloudy,2.27,114.29,0.526
2024-03-09 18:00,5,Night,2.44,0.0,0.0
2024-03-09 19:00,5,Night,2.92,0.0,0.0
2024-03-09 20:00,5,Night,3.13,0.0,0.0
2024-03-09 21:00,5,Night,2.36,0.0,0.0
2024-03-09 22:00,5,Night,2.72,0.0,0.0
2024-03-09 23:00,5,Night,1.47,0.0,0.0
2024-03-10 00:00,6,Night,0.95,0.0,0.0
2024-03-10 01:00,6,Night,0.93,0.0,0.0
2024-03-10 02:00,6,Night,0.92,0.0,0.0
2024-03-10 03:00,6,Night,0.75,0.0,0.0
2024-03-10 04:00,6,Night,0.92,0.0,0.0
2024-03-10 05:00,6,Night,0.85,0.0,0.0
2024-03-10 06:00,6,Sunny,1.38,244.52,1.125
2024-03-10 07:00,6,Sunny,1.78,252.68,1.162
2024-03-10 08:00,6,Sunny,1.81,262.22,1.206
2024-03-10 09:00,6,Sunny,1.74,303.14,1.394
2024-03-10 10:00,6,Sunny,1.41,326.17,1.5
2024-03-10 11:00,6,Sunny,1.85,282.51,1.3
2024-03-10 12:00,6,Sunny,1.66,400.52,1.842
2024-03-10 13:00,6,Rainy,1.32,47.43,0.218
2024-03-10 14:00,6,Rainy,1.69,60.68,0.279
2024-03-10 15:00,6,Rainy,1.02,22.52,0.104
2024-03-10 16:00,6,Rainy,1.28,34.76,0.16
2024-03-10 17:00,6,Cloudy,2.25,108.12,0.497
2024-03-10 18:00,6,Night,2.46,0.0,0.0
2024-03-10 19:00,6,Cloudy,2.94,0.0,0.0
2024-03-10 20:00,6,Cloudy,2.91,0.0,0.0
2024-03-10 21:00,6,Cloudy,3.19,0.0,0.0
2024-03-10 22:00,6,Cloudy,2.29,0.0,0.0
2024-03-10 23:00,6,Night,1.16,0.0,0.0
2024-03-11 00:00,0,Night,0.69,0.0,0.0
2024-03-11 01:00,0,Night,0.48,0.0,0.0
2024-03-11 02:00,0,Night,0.38,0.0,0.0
2024-03-11 03:00,0,Night,0.41,0.0,0.0
2024-03-11 04:00,0,Night,0.51,0.0,0.0
2024-03-11 05:00,0,Night,1.02,0.0,0.0
2024-03-11 06:00,0,Cloudy,1.45,68.41,0.315
2024-03-11 07:00,0,Rainy,1.22,16.8,0.077
2024-03-11 08:00,0,Rainy,1.47,21.15,0.097
2024-03-11 09:00,0,Sunny,0.66,327.46,1.506
2024-03-11 10:00,0,Sunny,0.53,292.53,1.346
2024-03-11 11:00,0,Cloudy,0.72,142.31,0.655
2024-03-11 12:00,0,Cloudy,0.53,198.65,0.914
2024-03-11 13:00,0,Sunny,0.7,415.3,1.91
2024-03-11 14:00,0,Cloudy,0.74,204.98,0.943
2024-03-11 15:00,0,Rainy,0.63,40.86,0.188
2024-03-11 16:00,0,Cloudy,0.78,97.22,0.447
2024-03-11 17:00,0,Rainy,2.82,32.26,0.148
2024-03-11 18:00,0,Night,1.7,0.0,0.0
2024-03-11 19:00,0,Night,2.34,0.0,0.0
2024-03-11 20:00,0,Night,2.44,0.0,0.0
2024-03-11 21:00,0,Night,1.53,0.0,0.0
2024-03-11 22:00,0,Night,1.82,0.0,0.0
2024-03-11 23:00,0,Night,0.9,0.0,0.0
2024-03-12 00:00,1,Night,0.61,0.0,0.0
2024-03-12 01:00,1,Night,0.51,0.0,0.0
2024-03-12 02:00,1,Cloudy,0.39,0.0,0.0
2024-03-12 03:00,1,Night,0.53,0.0,0.0
2024-03-12 04:00,1,Night,0.53,0.0,0.0
2024-03-12 05:00,1,Night,1.35,0.0,0.0
2024-03-12 06:00,1,Cloudy,1.07,96.44,0.444
2024-03-12 07:00,1,Rainy,1.62,21.43,0.099
2024-03-12 08:00,1,Rainy,1.01,13.2,0.061
2024-03-12 09:00,1,Rainy,0.8,38.66,0.178
2024-03-12 10:00,1,Sunny,0.62,389.64,1.792
2024-03-12 11:00,1,Sunny,0.88,294.6,1.355
2024-03-12 12:00,1,Cloudy,0.57,212.86,0.979
2024-03-12 13:00,1,Rainy,0.62,55.95,0.257
2024-03-12 14:00,1,Rainy,0.87,44.17,0.203
2024-03-12 15:00,1,Rainy,0.59,42.24,0.194
2024-03-12 16:00,1,Rainy,0.6,34.04,0.157
2024-03-12 17:00,1,Rainy,2.16,30.59,0.141
2024-03-12 18:00,1,Cloudy,1.62,0.0,0.0
2024-03-12 19:00,1,Night,1.97,0.0,0.0
2024-03-12 20:00,1,Night,2.54,0.0,0.0
2024-03-12 21:00,1,Night,2.32,0.0,0.0
2024-03-12 22:00,1,Night,2.13,0.0,0.0
2024-03-12 23:00,1,Cloudy,1.16,0.0,0.0
2024-03-13 00:00,2,Night,0.37,0.0,0.0
2024-03-13 01:00,2,Night,0.32,0.0,0.0
2024-03-13 02:00,2,Night,0.52,0.0,0.0
2024-03-13 03:00,2,Night,0.43,0.0,0.0
2024-03-13 04:00,2,Night,0.65,0.0,0.0
2024-03-13 05:00,2,Cloudy,1.28,0.0,0.0
2024-03-13 06:00,2,Sunny,1.08,254.11,1.169
2024-03-13 07:00,2,Sunny,1.21,168.48,0.775
2024-03-13 08:00,2,Cloudy,1.78,83.72,0.385
2024-03-13 09:00,2,Cloudy,0.77,147.1,0.677
2024-03-13 10:00,2,Cloudy,0.71,132.92,0.611
2024-03-13 11:00,2,Sunny,0.58,421.03,1.937
2024-03-13 12:00,2,Sunny,0.64,415.35,1.911
2024-03-13 13:00,2,Sunny,0.74,484.46,2.228
2024-03-13 14:00,2,Sunny,0.82,477.89,2.198
2024-03-13 15:00,2,Sunny,0.77,344.46,1.585
2024-03-13 16:00,2,Sunny,0.77,223.31,1.027
2024-03-13 17:00,2,Sunny,2.94,252.52,1.162
2024-03-13 18:00,2,Night,2.04,0.0,0.0
2024-03-13 19:00,2,Night,2.07,0.0,0.0
2024-03-13 20:00,2,Night,1.71,0.0,0.0
2024-03-13 21:00,2,Night,2.85,0.0,0.0
2024-03-13 22:00,2,Night,2.1,0.0,0.0
2024-03-13 23:00,2,Cloudy,0.96,0.0,0.0
2024-03-14 00:00,3,Cloudy,0.33,0.0,0.0
2024-03-14 01:00,3,Night,0.61,0.0,0.0
2024-03-14 02:00,3,Night,0.56,0.0,0.0
2024-03-14 03:00,3,Cloudy,0.3,0.0,0.0
2024-03-14 04:00,3,Night,0.47,0.0,0.0
2024-03-14 05:00,3,Night,1.21,0.0,0.0
2024-03-14 06:00,3,Sunny,1.45,196.12,0.902
2024-03-14 07:00,3,Sunny,1.93,216.9,0.998
2024-03-14 08:00,3,Sunny,1.05,185.74,0.854
2024-03-14 09:00,3,Sunny,0.88,392.97,1.808
2024-03-14 10:00,3,Cloudy,0.53,141.34,0.65
2024-03-14 11:00,3,Sunny,0.55,444.63,2.045
2024-03-14 12:00,3,Sunny,0.63,508.43,2.339
2024-03-14 13:00,3,Sunny,0.58,561.3,2.582
2024-03-14 14:00,3,Sunny,0.75,485.32,2.232
2024-03-14 15:00,3,Sunny,0.57,278.12,1.279
2024-03-14 16:00,3,Sunny,0.57,247.79,1.14
2024-03-14 17:00,3,Sunny,2.34,388.86,1.789
2024-03-14 18:00,3,Cloudy,2.9,0.0,0.0
2024-03-14 19:00,3,Night,1.61,0.0,0.0
2024-03-14 20:00,3,Night,2.33,0.0,0.0
2024-03-14 21:00,3,Night,2.69,0.0,0.0
2024-03-14 22:00,3,Night,1.72,0.0,0.0
2024-03-14 23:00,3,Night,1.2,0.0,0.0
2024-03-15 00:00,4,Night,0.59,0.0,0.0
2024-03-15 01:00,4,Cloudy,0.51,0.0,0.0
2024-03-15 02:00,4,Cloudy,0.5,0.0,0.0
2024-03-15 03:00,4,Cloudy,0.55,0.0,0.0
2024-03-15 04:00,4,Stormy,0.57,0.0,0.0
2024-03-15 05:00,4,Stormy,1.08,0.0,0.0
2024-03-15 06:00,4,Rainy,1.11,15.77,0.073
2024-03-15 07:00,4,Sunny,1.0,138.55,0.637
2024-03-15 08:00,4,Sunny,1.89,248.24,1.142
2024-03-15 09:00,4,Sunny,0.62,320.0,1.472
